customer_id,name,email,phone,location,signup_date,is_premium,preferred_cuisine,total_orders,average_rating
343,Gunbir Devan,bhanumati85@example.net,+917463205333,"Bobal Marg, Kilpauk, Chennai, Tamil Nadu, India - 540851",19-03-2025,1,Chinese,32,0.04
344,Upma Menon,pantpraneel@example.org,+912423980988,"Prakash, T. Nagar, Chennai, Tamil Nadu, India - 809131",18-02-2021,0,Continental,35,0.16
345,Vidhi Mohan,khalsavrinda@example.net,2850141029,"Chawla Chowk, Kilpauk, Chennai, Tamil Nadu, India - 430188",17-01-2021,0,North Indian,36,4.08
346,Bhanumati Mittal,advaith14@example.com,07276511971,"Sahni Chowk, Adyar, Chennai, Tamil Nadu, India - 493507",13-10-2022,0,Continental,11,0.51
347,Lavanya Mittal,yagneshramaswamy@example.com,4116053277,"Kapur Road, Perungudi, Chennai, Tamil Nadu, India - 984535",11-09-2021,0,Italian,100,0.74
348,Irya Bhakta,ibrahmbhatt@example.com,8163985755,"Doshi, Guindy, Chennai, Tamil Nadu, India - 731388",06-04-2022,1,North Indian,89,4.3
349,Abha Sinha,eshanagrewal@example.net,+918739139686,"Gopal Path, Guindy, Chennai, Tamil Nadu, India - 874556",27-06-2024,0,Italian,5,1.77
350,Aishani Lala,chaturacheema@example.net,04016461453,"Kulkarni Nagar, Kilpauk, Chennai, Tamil Nadu, India - 594684",04-06-2022,1,Continental,46,2.75
351,Ranbir Subramanian,dalbirtiwari@example.org,05703558692,"Tella Path, Mylapore, Chennai, Tamil Nadu, India - 044922",07-05-2023,0,Italian,9,3.36
352,Warda Khosla,zaitrabandi@example.com,+910377227760,"Merchant Zila, Perungudi, Chennai, Tamil Nadu, India - 257865",01-02-2024,1,Chinese,65,3.65
353,Chandresh Radhakrishnan,rnarayanan@example.com,+911575697706,"Bobal Circle, Kilpauk, Chennai, Tamil Nadu, India - 621314",20-07-2024,1,North Indian,77,2.47
354,Rajata Chadha,hkala@example.org,+916271208297,"Goda Path, Mylapore, Chennai, Tamil Nadu, India - 518386",06-02-2025,0,Chinese,75,0.8
355,Charles Chandran,masonbrar@example.net,+914445158070,"Majumdar Nagar, Perungudi, Chennai, Tamil Nadu, India - 245846",02-05-2023,1,Continental,39,4.35
356,Krishna Patel,bariarudra@example.org,+913207550644,"Devi Chowk, Chrompet, Chennai, Tamil Nadu, India - 985554",08-03-2025,1,South Indian,73,4.04
357,Jairaj Contractor,sherehredhaan@example.org,9490888707,"Bhat Nagar, Kilpauk, Chennai, Tamil Nadu, India - 478754",03-12-2021,1,North Indian,16,1.79
358,Pallavi Chandra,watikavarghese@example.net,01821787302,"Golla Marg, Kodambakkam, Chennai, Tamil Nadu, India - 961050",20-08-2021,1,North Indian,100,3.84
359,Krisha Palla,ybhardwaj@example.org,2711128198,"Saha Circle, Guindy, Chennai, Tamil Nadu, India - 793616",19-02-2023,0,Chinese,55,0.39
360,Tanveer Chand,jsood@example.com,+919329452601,"Gole Road, Chrompet, Chennai, Tamil Nadu, India - 691967",09-06-2023,0,North Indian,79,0.65
361,Aarini Thakkar,rgrewal@example.org,+912801293122,"Sundaram Chowk, Anna Nagar, Chennai, Tamil Nadu, India - 444290",13-07-2023,0,North Indian,24,4.23
362,Qushi Lata,libni61@example.com,01710904313,"Hari Chowk, Nungambakkam, Chennai, Tamil Nadu, India - 075165",28-10-2024,0,Continental,39,0.54
363,Samar Hegde,zilmilseshadri@example.net,+912632540017,"Divan Marg, Kilpauk, Chennai, Tamil Nadu, India - 494288",07-12-2023,1,Continental,61,4.29
364,Advika Bassi,orinder15@example.net,2791595354,"Bains Chowk, Mylapore, Chennai, Tamil Nadu, India - 701191",20-02-2020,0,North Indian,71,3.32
365,Janani Bajwa,wazir64@example.net,+918232832948,"Pillai Zila, Tambaram, Chennai, Tamil Nadu, India - 730989",16-05-2020,0,Italian,41,2.24
366,Wahab Nath,duttudyati@example.org,+916574304815,"Bhandari Street, Nungambakkam, Chennai, Tamil Nadu, India - 904127",22-05-2021,1,Continental,91,1.93
367,Darika Wagle,ekantika39@example.org,3326095639,"Mani Ganj, T. Nagar, Chennai, Tamil Nadu, India - 575979",01-09-2023,0,Continental,39,3.39
368,Yug Ray,duttdipta@example.net,2913806296,"Prakash Zila, Nungambakkam, Chennai, Tamil Nadu, India - 058825",23-10-2024,0,Continental,40,1.73
369,Aishani Mital,mukhopadhyayrudra@example.org,2082030920,"Baria Marg, Mylapore, Chennai, Tamil Nadu, India - 887189",08-10-2022,0,South Indian,95,3.56
370,Noah Palan,tankbhavani@example.com,01029726919,"Toor Zila, T. Nagar, Chennai, Tamil Nadu, India - 513404",05-07-2021,1,North Indian,13,2.98
371,Aadhya Pandya,kadakiaupkaar@example.org,+914231636293,"Maharaj Nagar, Perungudi, Chennai, Tamil Nadu, India - 841364",27-09-2020,1,Continental,83,3.14
372,Ekanta Manne,muttianay@example.net,2451321023,"Puri Ganj, Kodambakkam, Chennai, Tamil Nadu, India - 153664",06-11-2024,1,South Indian,17,1.71
373,Meera Singhal,lohit76@example.org,+918173715300,"Raj Nagar, Chrompet, Chennai, Tamil Nadu, India - 971021",06-01-2020,0,South Indian,53,0.19
374,Rajata Sahni,pvasa@example.org,08543703718,"Badami Chowk, Velachery, Chennai, Tamil Nadu, India - 208378",11-08-2021,0,Continental,77,2.9
375,Yachana Narula,davidgarg@example.com,+914862107796,"Kuruvilla, Tambaram, Chennai, Tamil Nadu, India - 001372",21-09-2020,0,Continental,84,4.82
376,Daksh Kalla,darika97@example.org,8713372814,"Sridhar Road, Anna Nagar, Chennai, Tamil Nadu, India - 466220",19-06-2025,1,Continental,66,0.54
377,Saumya Hari,raagini86@example.com,00890633802,"Sharaf, Nungambakkam, Chennai, Tamil Nadu, India - 589602",28-07-2024,1,Continental,68,0.87
378,Vedhika Hari,sanyakuruvilla@example.com,+914697489774,"Modi Path, Chrompet, Chennai, Tamil Nadu, India - 402623",30-03-2024,0,South Indian,52,1.54
379,Jackson Purohit,liam89@example.net,03270135041,"Sodhi Circle, Kodambakkam, Chennai, Tamil Nadu, India - 683998",08-10-2020,1,Chinese,97,1.17
380,Falan Saha,gunbirmalhotra@example.org,+914143281880,"Kapadia Street, Anna Nagar, Chennai, Tamil Nadu, India - 019059",07-09-2021,0,Chinese,13,4.35
381,Chaaya Issac,yzacharia@example.org,06062038297,"Mahal Marg, Guindy, Chennai, Tamil Nadu, India - 986976",01-11-2024,0,North Indian,29,2.11
382,Nitesh Sodhi,borraedhitha@example.com,01600605553,"Mohanty, Nungambakkam, Chennai, Tamil Nadu, India - 318598",29-07-2024,1,Italian,68,0.31
383,Anya Nayar,nikita69@example.com,07492203764,"Tata Ganj, Mylapore, Chennai, Tamil Nadu, India - 222327",31-03-2025,0,North Indian,83,2.85
384,Ridhi Gara,wnaik@example.org,+916403901702,"Naidu Circle, Perungudi, Chennai, Tamil Nadu, India - 558757",23-02-2023,0,Chinese,94,4.37
385,Maanas Bhatt,kotharibarkha@example.net,8911541554,"Mahal Path, Kodambakkam, Chennai, Tamil Nadu, India - 449310",26-11-2020,1,Italian,46,3.74
386,Yutika Nagy,nihal61@example.org,04066198436,"Bora Zila, T. Nagar, Chennai, Tamil Nadu, India - 638506",28-09-2024,0,Continental,7,3.05
387,Anmol Rajagopal,patrick67@example.org,+917296889264,"Palla Chowk, Velachery, Chennai, Tamil Nadu, India - 185254",08-10-2021,0,Chinese,99,3.09
388,Ekani Krish,vthaman@example.org,+914025024515,"Khalsa Road, Chrompet, Chennai, Tamil Nadu, India - 344877",03-11-2021,1,South Indian,86,4.06
389,Samesh Venkatesh,abhimanyuwadhwa@example.net,+915241964594,"Sharaf Zila, Chrompet, Chennai, Tamil Nadu, India - 954006",06-02-2021,1,Chinese,38,4.9
390,Aditya Rana,ikala@example.net,6836547256,"Sarna Circle, Kodambakkam, Chennai, Tamil Nadu, India - 097138",01-05-2025,0,Italian,66,0.18
391,Mason Chakraborty,somanbhavika@example.net,7882373698,"Nair Ganj, Kodambakkam, Chennai, Tamil Nadu, India - 774959",20-05-2022,1,Chinese,7,2.51
392,Fiyaz Mittal,vincentpalla@example.net,3811118843,"Hayre Nagar, Kilpauk, Chennai, Tamil Nadu, India - 924449",12-01-2023,1,South Indian,34,5
393,Januja Ratta,zrai@example.net,5203456398,"Wagle Road, Tambaram, Chennai, Tamil Nadu, India - 392124",24-09-2022,1,Italian,71,2.3
394,Mohammed Divan,mastermeera@example.net,4970909982,"Nanda Path, Adyar, Chennai, Tamil Nadu, India - 219596",22-03-2022,1,South Indian,12,2.97
395,Gaurangi Mitter,nsuresh@example.com,01248791281,"Vyas, Velachery, Chennai, Tamil Nadu, India - 924725",13-06-2025,0,Continental,98,3.19
396,Yatin Balan,nsubramaniam@example.org,5971082999,"Srinivasan Nagar, Chrompet, Chennai, Tamil Nadu, India - 667917",22-07-2024,0,Chinese,26,1.03
397,Triveni Buch,pallaranveer@example.org,3683759106,"Wali Nagar, Chrompet, Chennai, Tamil Nadu, India - 504548",09-08-2021,1,Continental,15,4.6
398,Dipta Chatterjee,malhotrajagvi@example.net,01241034817,"Srinivas Path, Mylapore, Chennai, Tamil Nadu, India - 077682",22-03-2024,1,Continental,49,0.07
399,David Saran,modyudant@example.com,5456453806,"Sabharwal Chowk, Adyar, Chennai, Tamil Nadu, India - 349717",22-03-2025,0,Italian,20,2.8
400,Falan Kothari,brahmbhattdarika@example.org,02366426017,"Mann Road, T. Nagar, Chennai, Tamil Nadu, India - 183046",21-04-2025,0,Italian,72,1.98
401,Rishi Upadhyay,uppaltheodore@example.net,03813316511,"Saxena Chowk, Velachery, Chennai, Tamil Nadu, India - 645248",20-02-2024,0,South Indian,21,2.21
402,Sathvik Narain,sshah@example.org,7750946223,"Chad Marg, Adyar, Chennai, Tamil Nadu, India - 117467",20-12-2022,1,South Indian,11,0.01
403,Vincent Varty,aurorayatin@example.com,+915325393178,"Vig Marg, Guindy, Chennai, Tamil Nadu, India - 212769",26-11-2024,1,Continental,21,1.41
404,Victor Mallick,jackvohra@example.net,+917606532642,"Pathak Street, Guindy, Chennai, Tamil Nadu, India - 246325",14-06-2022,1,Continental,97,0.25
405,Manbir Shanker,benjaminmukherjee@example.org,09249538686,"Raju Nagar, Chrompet, Chennai, Tamil Nadu, India - 398589",23-03-2022,1,North Indian,68,4.69
406,Inaya Nayar,aadigulati@example.net,2471961323,"Sarkar Zila, Adyar, Chennai, Tamil Nadu, India - 481042",21-03-2022,1,North Indian,85,4.91
407,Ubika Buch,xyadav@example.org,06397774151,"Ramaswamy Road, Tambaram, Chennai, Tamil Nadu, India - 238582",02-09-2022,0,Italian,18,3.2
408,Warinder Munshi,pdora@example.com,+911868152478,"Buch Circle, T. Nagar, Chennai, Tamil Nadu, India - 376259",16-02-2021,1,North Indian,5,0.83
409,Lajita Sabharwal,katagaurang@example.net,04990366058,"Patel Chowk, T. Nagar, Chennai, Tamil Nadu, India - 034512",04-08-2020,1,North Indian,8,0.88
410,Sara Palla,prishavaidya@example.com,+919092991257,"Iyer Street, Velachery, Chennai, Tamil Nadu, India - 819349",30-12-2023,1,North Indian,82,4.88
411,Zaid Rout,gtrivedi@example.net,00637699346,"Yadav Circle, Adyar, Chennai, Tamil Nadu, India - 465369",22-11-2024,0,Continental,56,1.94
412,Priya Oommen,rajagopalanalexander@example.net,3163223344,"Som Road, Nungambakkam, Chennai, Tamil Nadu, India - 610946",08-02-2023,1,Italian,80,0.12
413,Samuel Subramaniam,ramakrishnanrayaan@example.net,05163985018,"Brar Zila, Chrompet, Chennai, Tamil Nadu, India - 478023",21-11-2022,1,Chinese,99,3.12
414,Manan Bala,dhritiwagle@example.com,2594525406,"Sarin Zila, Adyar, Chennai, Tamil Nadu, India - 667974",04-01-2022,0,North Indian,88,2.54
415,Yasti Setty,harinakshisibal@example.org,07769483824,"Ahluwalia Chowk, Perungudi, Chennai, Tamil Nadu, India - 153085",07-02-2023,0,South Indian,53,1.56
416,Bimala Kumar,anika16@example.org,+918063518639,"Sarin, Tambaram, Chennai, Tamil Nadu, India - 554481",02-12-2022,0,Chinese,49,4.98
417,Kritika Khalsa,dharnisha@example.net,03412545920,"Tata, Chrompet, Chennai, Tamil Nadu, India - 737694",16-02-2023,0,Italian,91,4.45
418,Ishanvi Cherian,revakakar@example.org,04802689578,"Date Circle, Adyar, Chennai, Tamil Nadu, India - 094440",28-01-2025,1,Italian,17,3.84
419,Kashish Ghosh,cboase@example.net,01676833387,"Karnik, Kodambakkam, Chennai, Tamil Nadu, India - 315359",06-04-2020,0,Italian,12,1.96
420,Dipta Sathe,naveenzachariah@example.com,5726957931,"Magar Path, Nungambakkam, Chennai, Tamil Nadu, India - 992724",04-06-2024,1,Italian,13,1.07
421,Rehaan Chad,caleb63@example.net,3360026477,"De Path, Kodambakkam, Chennai, Tamil Nadu, India - 522693",17-04-2023,0,Continental,57,4.88
422,Yutika Tella,ulad@example.org,1228904755,"Kannan Street, Tambaram, Chennai, Tamil Nadu, India - 200750",07-01-2021,0,Continental,46,2.87
423,Bahadurjit Hayre,mugdhatrivedi@example.com,+911485721865,"Sehgal Street, T. Nagar, Chennai, Tamil Nadu, India - 472948",02-07-2025,0,South Indian,33,3.63
424,Aditya Lala,amrutaiyengar@example.net,7053321725,"Bandi, Chrompet, Chennai, Tamil Nadu, India - 583189",31-01-2021,0,Chinese,70,0.84
425,Utkarsh Bora,jasonsagar@example.org,07212058923,"Dhar Ganj, Tambaram, Chennai, Tamil Nadu, India - 363547",06-02-2021,1,Italian,39,4.74
426,Forum Dass,xsangha@example.org,7448688269,"Sani Road, Tambaram, Chennai, Tamil Nadu, India - 472564",18-04-2023,1,Italian,16,1.75
427,Chatresh Nayak,gaurangdate@example.org,+919078422984,"De Marg, Perungudi, Chennai, Tamil Nadu, India - 248337",07-06-2024,0,South Indian,7,3.71
428,Kamala Sarkar,voragaurangi@example.net,8552342236,"Mander Path, T. Nagar, Chennai, Tamil Nadu, India - 709182",24-05-2020,0,North Indian,41,2.92
429,Isaac Chandra,indrajit72@example.org,00286766201,"Gill Circle, Kodambakkam, Chennai, Tamil Nadu, India - 487126",11-06-2020,1,North Indian,97,1.93
430,Keya Jaggi,chackoagastya@example.net,08611878773,"Bhat, Perungudi, Chennai, Tamil Nadu, India - 416581",04-02-2025,0,Continental,34,4.38
431,Chavvi Ravi,mangallibni@example.org,+914486393157,"Yogi Street, Perungudi, Chennai, Tamil Nadu, India - 879995",09-03-2022,0,North Indian,7,1.95
432,Aarush Banerjee,varenya28@example.com,+919334119071,"Hayer Chowk, Perungudi, Chennai, Tamil Nadu, India - 226428",17-11-2020,0,South Indian,65,0.33
433,Falguni Misra,warhi76@example.org,02886431959,"Kata Street, Perungudi, Chennai, Tamil Nadu, India - 389824",29-07-2020,0,Italian,30,2.11
434,Isha Shan,oshasinghal@example.com,+917704379715,"Wable Zila, Guindy, Chennai, Tamil Nadu, India - 533434",10-06-2022,1,North Indian,71,2.11
435,Yashica Baral,kuruvillavincent@example.net,8156007240,"Rau Chowk, Nungambakkam, Chennai, Tamil Nadu, India - 980361",21-10-2020,1,Continental,70,4.73
436,Dhriti Bhatnagar,wriddhish93@example.net,7078640024,"Narain Zila, Velachery, Chennai, Tamil Nadu, India - 770849",01-01-2021,1,Italian,12,2.1
437,Anmol Parmar,udarshkrishna@example.com,03120382968,"Venkataraman Ganj, Anna Nagar, Chennai, Tamil Nadu, India - 391996",10-05-2025,0,Chinese,57,3.59
438,Chakradhar Dhawan,gaurangimadan@example.com,3637994988,"Issac, Adyar, Chennai, Tamil Nadu, India - 187429",05-06-2023,1,Continental,17,3.24
439,Ojasvi Nanda,omya67@example.com,7140081327,"Pai Marg, T. Nagar, Chennai, Tamil Nadu, India - 897278",02-06-2020,0,Italian,86,3.93
440,Nisha Madan,liam96@example.org,+918748230033,"Dyal Ganj, Chrompet, Chennai, Tamil Nadu, India - 068313",13-09-2022,0,Italian,39,2.53
441,Yadavi Doshi,haribhavani@example.net,05059759262,"Dey Chowk, Adyar, Chennai, Tamil Nadu, India - 430039",03-03-2021,0,Continental,33,0.84
442,Ijaya Shan,psharma@example.net,05957753437,"Roy Ganj, Chrompet, Chennai, Tamil Nadu, India - 323182",26-05-2022,1,North Indian,66,1.49
443,Yauvani Dhawan,cdayal@example.com,6388546316,"Sampath Path, Kilpauk, Chennai, Tamil Nadu, India - 239028",02-03-2023,0,Chinese,69,4.99
444,Tara Khatri,zbehl@example.net,00910115258,"Varkey Path, Kilpauk, Chennai, Tamil Nadu, India - 037916",31-07-2020,1,Italian,23,0.73
445,Girik Sule,fkhatri@example.com,+915828628807,"Dhawan Street, Velachery, Chennai, Tamil Nadu, India - 312234",16-06-2025,0,Continental,36,4.33
446,Peter Subramanian,oshukla@example.net,04265750558,"Virk Road, Adyar, Chennai, Tamil Nadu, India - 430484",06-05-2025,0,Italian,26,2.98
447,Balhaar Arya,khannanirja@example.com,+912372305100,"Iyer, Perungudi, Chennai, Tamil Nadu, India - 860117",04-07-2021,0,Continental,90,0.76
448,Pooja Savant,shankerrehaan@example.net,6245289329,"Malhotra, Chrompet, Chennai, Tamil Nadu, India - 837669",08-09-2023,1,Chinese,63,0.73
449,George Chacko,jupadhyay@example.org,07439183095,"Mall Street, Velachery, Chennai, Tamil Nadu, India - 934527",17-02-2022,0,South Indian,58,4.43
450,Isha Chaudhari,duttaluke@example.com,02604264866,"Vyas Street, Tambaram, Chennai, Tamil Nadu, India - 173663",07-08-2022,0,North Indian,79,2.21
451,Waida Sama,tmody@example.net,2679737855,"Setty Nagar, Guindy, Chennai, Tamil Nadu, India - 242845",21-04-2020,1,South Indian,3,4.56
452,Fiyaz Bajwa,kvig@example.net,06925228752,"Dube Street, Tambaram, Chennai, Tamil Nadu, India - 565093",07-03-2022,1,South Indian,11,1.39
453,Manan Dey,puritanveer@example.net,02112051658,"Rai Nagar, Kodambakkam, Chennai, Tamil Nadu, India - 625499",11-12-2021,0,Continental,84,2.7
454,Edhitha Bhakta,lsinha@example.com,5958167613,"Khalsa Path, Anna Nagar, Chennai, Tamil Nadu, India - 475810",10-05-2021,1,Continental,74,2.31
455,Urvi Nori,rbir@example.com,+918410020549,"Nayak, Guindy, Chennai, Tamil Nadu, India - 222908",10-10-2023,1,Chinese,18,4.46
456,Tamanna Mandal,wpai@example.net,7777687469,"Boase Street, Guindy, Chennai, Tamil Nadu, India - 220732",13-12-2024,0,Italian,3,4.33
457,Dalbir Agarwal,dayamai66@example.org,2340134763,"Walla Marg, T. Nagar, Chennai, Tamil Nadu, India - 934224",15-04-2020,0,North Indian,17,0.31
458,Tanmayi Srinivasan,forumramanathan@example.net,3996750277,"Sandhu Circle, Tambaram, Chennai, Tamil Nadu, India - 779294",09-02-2022,0,Chinese,56,1.8
459,Yahvi Sane,zehaan87@example.com,+916977727596,"Naidu Marg, Adyar, Chennai, Tamil Nadu, India - 503580",05-06-2020,1,Italian,100,3.52
460,Jeremiah Verma,mbali@example.com,01695666991,"Palla Nagar, Nungambakkam, Chennai, Tamil Nadu, India - 482212",30-08-2024,0,Chinese,11,2.87
461,Yashoda Subramaniam,omyanarayan@example.org,+914915254827,"Nagarajan Ganj, Perungudi, Chennai, Tamil Nadu, India - 387489",20-04-2020,0,South Indian,79,2.65
462,Dhriti Narula,omyatalwar@example.com,+911172735746,"Ganesan Road, Kodambakkam, Chennai, Tamil Nadu, India - 104812",30-04-2020,1,Continental,90,4.39
463,Hardik Bansal,varugheseoni@example.org,09983028709,"Halder Path, Velachery, Chennai, Tamil Nadu, India - 778922",21-01-2020,0,Chinese,11,1.76
464,Omya Sant,kumerronith@example.net,6360596531,"Hayer Circle, Anna Nagar, Chennai, Tamil Nadu, India - 675806",17-09-2021,1,Continental,3,4.7
465,Omisha Malhotra,avni13@example.org,03272835129,"Jha Nagar, T. Nagar, Chennai, Tamil Nadu, India - 338009",04-09-2022,1,Continental,87,3.76
466,Indrajit Dass,hmadan@example.com,2955182824,"Gill Marg, Perungudi, Chennai, Tamil Nadu, India - 339198",08-11-2022,1,South Indian,73,3.46
467,Lohit Nagarajan,maanav41@example.org,8126999007,"Srivastava Nagar, Anna Nagar, Chennai, Tamil Nadu, India - 234623",11-11-2020,0,South Indian,83,0.76
468,Indali Bedi,sahotavedhika@example.net,03211701369,"Manda Path, Adyar, Chennai, Tamil Nadu, India - 801483",22-06-2022,0,North Indian,62,1.09
469,Anthony Gaba,hcheema@example.org,8383299581,"Dasgupta Zila, Tambaram, Chennai, Tamil Nadu, India - 597398",05-03-2025,0,Continental,49,3.45
470,Daksha Parmer,harrison92@example.net,04063490229,"Saxena, Perungudi, Chennai, Tamil Nadu, India - 604813",04-09-2023,1,Continental,37,3.49
471,Noah Shukla,kluthra@example.net,05411592724,"Purohit Road, Tambaram, Chennai, Tamil Nadu, India - 596852",20-06-2023,0,South Indian,63,0.08
472,Adweta More,bailoliver@example.com,+916791579562,"Ramakrishnan Marg, T. Nagar, Chennai, Tamil Nadu, India - 079822",09-03-2022,1,Italian,24,1.46
473,Maya Munshi,pillaiekbal@example.com,+915721749317,"Oak Ganj, Anna Nagar, Chennai, Tamil Nadu, India - 120370",17-07-2020,1,Continental,40,1.73
474,Januja Sachar,pratyush23@example.net,+919616075354,"Bumb Path, Velachery, Chennai, Tamil Nadu, India - 589085",11-03-2023,1,Chinese,32,3.55
475,Ladli Dugar,ozaharita@example.com,02811545940,"D’Alia Circle, Nungambakkam, Chennai, Tamil Nadu, India - 783377",14-01-2020,1,Continental,57,4.75
476,Ayaan Malhotra,subramanianbalvan@example.org,+914584478960,"Iyer Ganj, Kodambakkam, Chennai, Tamil Nadu, India - 861097",26-10-2024,0,South Indian,2,0.95
477,Idika Hegde,turvidube@example.net,03397516639,"Anne Nagar, Velachery, Chennai, Tamil Nadu, India - 845798",24-10-2020,1,Italian,93,3.76
478,Mahika Sodhi,qtata@example.org,+912907194938,"Saran Road, Tambaram, Chennai, Tamil Nadu, India - 201666",21-01-2023,1,South Indian,31,1.67
479,Inaya Mutti,ekaniraman@example.com,2857026705,"Deol Marg, T. Nagar, Chennai, Tamil Nadu, India - 923380",01-06-2025,0,South Indian,47,4.42
480,Jasmit Prabhakar,pvig@example.org,4823638522,"Johal Circle, Anna Nagar, Chennai, Tamil Nadu, India - 667550",01-06-2023,0,Italian,57,4.14
481,Gayathri Bains,dhritikar@example.com,+913137379882,"Chakrabarti Nagar, Mylapore, Chennai, Tamil Nadu, India - 695629",25-06-2023,0,Italian,46,3.45
482,Ekani Desai,kamalashankar@example.com,+915178577685,"Bhatia, T. Nagar, Chennai, Tamil Nadu, India - 374751",30-05-2024,0,Italian,13,0.2
483,Chatura Sinha,qadimnarayan@example.net,03312864321,"Sridhar Circle, Mylapore, Chennai, Tamil Nadu, India - 450756",16-04-2020,0,Continental,100,3.27
484,Aahana Luthra,quincy03@example.org,01905746779,"Tella Road, Velachery, Chennai, Tamil Nadu, India - 610941",15-04-2024,1,South Indian,74,0.47
485,Parth Kunda,ubikalall@example.org,4865046354,"Goswami Ganj, Anna Nagar, Chennai, Tamil Nadu, India - 306371",03-03-2024,1,Chinese,16,2.89
486,Tejas Loyal,dhritiradhakrishnan@example.org,+913640040955,"Yadav, Kilpauk, Chennai, Tamil Nadu, India - 774568",04-09-2020,0,North Indian,42,4.33
487,Chandani Kar,kgala@example.com,+915798524349,"Gandhi Chowk, T. Nagar, Chennai, Tamil Nadu, India - 981933",01-04-2025,0,South Indian,22,1.43
488,Nandini Gopal,xbaria@example.net,+912029243499,"Murty Zila, T. Nagar, Chennai, Tamil Nadu, India - 002481",08-01-2021,1,Continental,11,1.51
489,Vaishnavi Chopra,indalicherian@example.com,+912135603490,"Dutta Ganj, Perungudi, Chennai, Tamil Nadu, India - 927064",09-06-2024,0,Italian,90,5
490,Ekiya Saran,arinvaidya@example.com,01922019676,"Lall Chowk, Tambaram, Chennai, Tamil Nadu, India - 389981",31-12-2024,0,North Indian,67,4.28
491,Michael Balay,janiekapad@example.org,02773000102,"Kata Zila, Tambaram, Chennai, Tamil Nadu, India - 753273",09-10-2024,1,Continental,67,1.68
492,Leela Deshmukh,akar@example.com,07826592858,"Subramaniam Ganj, Kodambakkam, Chennai, Tamil Nadu, India - 264148",31-01-2023,1,North Indian,97,4.31
493,Harshil Tank,charan94@example.org,1849906598,"Goda Nagar, Adyar, Chennai, Tamil Nadu, India - 674739",28-04-2024,0,Italian,41,2.22
494,Nitesh Kalla,nsaxena@example.org,09574204272,"Mane Street, T. Nagar, Chennai, Tamil Nadu, India - 174768",03-06-2023,0,South Indian,13,2.39
495,Anya Babu,bsuresh@example.org,7932723659,"Wagle Chowk, Anna Nagar, Chennai, Tamil Nadu, India - 814754",06-02-2021,1,South Indian,76,2.9
496,Tanveer Patla,jonathansidhu@example.com,+916231319229,"Raman Zila, Guindy, Chennai, Tamil Nadu, India - 241779",11-06-2021,0,North Indian,20,2.1
497,Falguni Agarwal,simonkoshy@example.org,08083591215,"Peri Path, Chrompet, Chennai, Tamil Nadu, India - 713755",18-03-2020,1,South Indian,97,0.99
498,Henry Palan,ranveer96@example.org,2705316941,"De Zila, Kodambakkam, Chennai, Tamil Nadu, India - 213934",07-05-2024,1,Italian,19,0.21
499,Jeevika Dutt,snarain@example.net,+914411567706,"Lad Path, Adyar, Chennai, Tamil Nadu, India - 279789",10-11-2023,0,North Indian,70,4.77
500,Suhani Dave,mishrabimala@example.org,3178043840,"Karan Chowk, Kilpauk, Chennai, Tamil Nadu, India - 267221",06-06-2025,1,North Indian,40,3.36
